,screen_name,name,text,followers_count,friends_count
677,sapocrackudo,𝖾𝗌𝗉𝖺𝗇𝖼𝖺 𝗑𝖾𝗋𝖾𝖼𝖺,ja entendi novinha que e pra vota no lula agora tira a ropa namoral,442,646
678,mmarescast,⚖️🚩 #VoltaEsquerda,"Com Lula Livre nos livraremos do genocida!
Fé que chama. E amor, que vencerá o ódio e a maldição.… https://t.co/tAHb6UJScW",57442,57492
679,Marcos29514272,Marcos👉Bolsonaro👉Direita👉SDV👉RT👊🇧🇷,"RT @fbras11: STF estaria  usando o Lula, pra desviar o foco das manifestações contra os governadores? 🤔",1462,1554
680,_onhx,duda🦋,RT @buarrocha: Entendo uma esquerda que ja nasceu caviar não ter referência no Lula. Não viu a geladeira chegando. Não viu o bairro mudando…,34,66
681,lucascvqm,Rato SG 🎰,@riseverdeen @babaluq @jaurkind primeiro foram anuladas por falta de provas e segundo nós estamos numa guerra entre… https://t.co/CReR3g7NuK,832,870
682,Moranguxa,Moranguxa Moro,"RT @romulusmaya: ""Lula"": como decifrar os sinais dos operadores do Poder – D.E. 9/mar/2021

No Youtube (até onde der...): https://t.co/HUiT…",471,528
683,xiiiiiies,Tiette da Juliette,RT @foIkcc: vou apertar 13 tão forte que o lula vai sentir a dedada lá no cu dele,124,176
684,Punkpassos,☭ Dennis ☭,RT @fernandobarros: Mais uma coisa: Fachin desqualificou a competência de Curitiba para julgar Lula. Resta julgar a suspeição de Moro. Vejo…,1247,1551
685,JodirCezar,JC Menezes,"RT @DCM_online: Zé de Abreu é bloqueado por Vera Magalhães, mas pergunta: “em 2022, vai de Lula ou genocida?” https://t.co/ck4hrUg2WY",70,728
686,reprogresso,Tarcísio Holanda,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,811,909
687,robsongfreire,☭ Robson Freire ☭,RT @DfMartinha: Estou vendo o SPTV agora e a pressão pelo auxílio é gigantesca. Talvez a Globo pense que o auxílio possa alavancar a popula…,5113,3354
688,BMamaco,O Bruno,RT @oednaldopereira: Presidente  Lula  fã  de imitação  Ednaldo Pereira https://t.co/xBZvtWwcN6,43,159
689,AmorAgoraSempre,Marcelo Baumgarten,"@Rconstantino Não Rodrigo.

Lula chegou a 4% desemprego, salário 360 dólares, PIB 8%aa, Superávit todos anos.

Consegue ver a diferença?",10,134
690,Zeneida65427005,Zeneida,RT @Jefersondspg: Lula elegível https://t.co/y5xHMPBJge,210,271
691,marcoklesener,M,RT @nevesmarialuisa: vc n precisa gostar do lula kkk vc só precisa entender que literalmente QUALQUER PESSOA é melhor que o bolsonaro 🤪,117,152
692,Carlei74319323,carlei 🇧🇷,"RT @canalCCore2: Lula é brother do maduro .
Fim",389,137
693,couldbicha,Déborah,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,2500,1554
694,ysathorpe15,Thorpe,RT @debora_jahbless: Lula elegível e o Brasil todo feliz🤞🏻,823,611
695,Fidellima_,Fidelzera,"RT @euma___: o pai tá on e o brasil feliz de novo
lula meu presidente ❤ https://t.co/YdU76Zq2Sr",93,92
696,_k4uan3,eu rs,"RT @amyexemplr: eu te amo lula rindo vendo dois homens se beijar, eu te amo https://t.co/IQJnczvDIi",654,497
697,VitorSaydelles,VítorSaydelles,"RT @theavliss_: Sobre o Lula, pra quem não entendeu, tenho duas coisas a dizer.

1ª) a SENTENÇA contra Lula foi anulada pelo ministro Fachi…",1185,833
698,prettyrlisa,Priscila 𝕃𝟙𝕊𝔸,RT @Evil_The_: O LULA FOI O QUE ?????,1753,677
699,tanj5ro,blue side by j-hope,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",112,114
700,curlstylinsun,vitória.,"RT @samfenderbra: Curiosidade: Antes de se tornar presidente do Brasil, Lula fez parte de uma banda juntamente com Sam Fender. É por isso q…",1659,2160
701,rdtlucastroal,coringa,RT @xsauxx: PLANTÃO DA GLOBO ANUNCIANDO A CONDENAÇÃO DE LULA VS PLANTÃO DA GLOBO ANUNCIANDO A ANULAÇÃO DA CONDENAÇÃO DE LULA AO SOM DE CHRO…,138,220
702,nenyot,Elias Ricardo,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,70,398
703,RayolB,BarrosR🇧🇷,"RT @leandroruschel: No dia que as condenações de Lula são anuladas numa canetada, o Partido Novo baixa uma resolução que proíbe seus membro…",618,647
704,starkvisionn,ִ,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",122,110
705,Celiarnl,Célia Lamelza 🚩🌏🇧🇷,"RT @delucca: Eu acho até engraçado ver a imprensa hegemônica usando a carta do ""a economia vai piorar se Lula for presidente"", porque o gov…",1477,1403
706,grwndeverytime,mozzi,"RT @marcelorodjr: trabalhando pela primeira vez em anos. 
obrigado, presidente Lula!",786,798
707,mayara_rocha_,may,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",231,231
708,ifr4zor,nsthan,lula,593,593
709,LaviniaMillioli,lavinia,lula tocou no ponto principal pra mim: faz muito tempo que não bebo uma cerveja alegre https://t.co/Td8hyE5nCm,769,398
710,DjChibaOficial,Dj Chiba,"@buarrocha Eu só via aeroportos e aviões pela TV, hoje eu digo pra vcs tive a oportunidade de trabalhar na expansão… https://t.co/Ssu1fmzsnl",15,511
711,Luanapqp,*****,o Lula faz tudo até indiretamente https://t.co/moAs3eksZ8,443,290
712,juancar76554758,juan carlos,RT @JUNTOSP0DEMOS: @MarbeniaS @DeZurdaTeam @LulaOficial @DiazCanelB @ESanchezcub @AleLRoss198 @TamaraGuerraCu @YanetDCuba2020 @FidelFer2 @j…,705,1347
713,luisrogerio45,luis rogerio santos,RT @guilherme_amado: Instituto já roda hoje pesquisa com nome de Lula como candidato https://t.co/3yJtSiI4g1,241,444
714,kaylane_6tare,🌞,RT @foIkcc: vou apertar 13 tão forte que o lula vai sentir a dedada lá no cu dele,1970,1041
715,Lucas_IBR,lucas soares,"RT @BobjeffHD: Jornalistas dizem que Fachin tomou decisão mais para salvar Moro do que para ajudar Lula (uma falácia). Entretanto, Gilmar M…",405,1077
716,Wanderduttra,wander  dutra,"RT @revistaoeste: Dez anos depois de pedir votos para Dilma Rousseff, Fachin torna Lula elegível https://t.co/TAroyH9WyJ",130,202
717,cutieanyg,𝘓𝘢𝘳𝘢 ☾,"os pais de vocês são a favor do lula e odeiam o Bolsonaro, acertei??",4190,4716
718,Big_Pedr0,Big_Pedro,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",28,58
719,abraao_666,A Lilith,"@LeviKaique Lula ladrão, roubou meu coração",4,69
720,walkingpotterr,✯ pedrin ✯ daryl dixon,RT @wherewereyouspm: vou votar no lula em 2022 e quem não gostou da uma ultra sugada na minha rola,669,688
721,jeelc47,Júlio César Farias P,"RT @lacombeopressor: URGENTE !!!
MINISTRO EDSON FACHIN ANULA TODAS AS CONDENAÇÕES DE LULA NA LAVA JATO.",36,241
722,dianaramos585,Diana Ramos,@VEJA @radaronline Eu Quero LULA em 2022,4,95
723,sandra_miria,LULA Sandra Miria HADDAD,Manobra de Fascim agora contra Lula para proteger sua vedete da ocrim,11597,7740
724,cleo_55_dias,Cléo Dias,"RT @diImabr: “Ai, tenho medo que o Lula volte a ser Presidente…”

Medo de que exatamente? O quilo da picanha a 16,00? O dólar a 1,90? A gas…",173,300
725,erickolivveira_,Erick Olivera🌐,RT @maluaires_: Entre Lula e Bolsonaro a melhor opção é vazar do país,368,366
726,saranrrc,em nova era,RT @yagoagain: o dia que a wanda apoiou o lula   https://t.co/TivU5yjUTY,14,24
727,pacheco_dessa19,andressa 🦋,"RT @ju_cdns: fodase bolsonaro, fodase lula 
políticos devem ser cobrados e não idolatrados",300,238
728,graca004,Maria Graça Campagnolo🇧🇷✝️,"RT @DjalmaSilveira4: O Fachin não INOCENTOU Lula. O que ele fez foi anular as condenações, do modo que todos os processos voltam para a est…",1040,798
729,EstadoReformis1,Estado Reformista 🌹🍞🌾💵🚜,RT @GomesCiro2022: Eu não acho justo Lula ser presidente pela terceira vez. Lula e PT fizeram uma oposição PORCA. PSOL e Ciro estiveram na…,1829,1810
730,BarbaraNRD,umaNordestina,"RT @diImabr: “Ai, tenho medo que o Lula volte a ser Presidente…”

Medo de que exatamente? O quilo da picanha a 16,00? O dólar a 1,90? A gas…",70,187
731,MorettinVitor,Vitor Morettin,"RT @_LAERTO: O Bolsonaro devia fazer igual o Lula fez!
Dar tudo pro Brasileiro
distribuir dinheiro
tudo na canetada!
Ai o Lula ganha, tem q…",20,151
732,GaYzona0,Gabi,"https://t.co/AIxcLwReXz
Forms pq quero namorada, mande seu currículo 
meu insta @gabriellafalci 
lula e bolsonaro/ cebolinha",34,91
733,_jamesdio,James Dio,"RT @_TiffyLeeRay: Fico vendo esse povo falando 
“Lula livre pra roubar” 

O @jairbolsonaro está aí LIVRE MATANDO CENTENAS DE PESSOAS DIARIA…",828,93
734,Heyliedson,Eli🤍,RT @MeizeBr: @JornalOGlobo Lula apareceu e em 3 horas já botou o Bostão pra trabalhar kkkkkkkkkkkkkkkkkkkkkkkkkkkm,1533,2196
735,ohenrique_neto,Henrique,"RT @MauMeirelles: 2022 lidaremos com 3 fã clubes insuportáveis:

-LULA
-Bolsonaro
-Juliette",30,122
736,natalinhamabel,pra gringo é mais caro,"RT @caamila_sr: “Nem Bolsonaro nem Lula” 
vai apertar 17 de novo né vagabunda?!",3772,129
737,lopesmanoellaa,manu,RT @alcrsk: lula mal voltou e eu ja achei 10 real na rua slc economia ta melhorando ja,59,93
738,emilly_fpc,𝕖𝕞𝕚𝕝𝕝𝕪༆,RT @lunardimariaa: Pleno 2021 tem gente que apoia o Lula kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,345,170
739,FabioFORABOLSO1,FabioFORABOLSONARO,"RT @FlavioDino: Há muitos anos, venho sublinhando que esses processos contra o ex-presidente Lula jamais poderiam ter sido julgados em Curi…",1,43
740,LULAinocente_,#Lula_Inocente,"RT @fatosnacionais: O mercado tava de boa com os 260 mil mortos.
Com os milhões de desempregados, com a inflação e a fome.
Então, se o merc…",8116,7184
741,ensolarad_A,⛤Sunnyday⛤📺: passarela de sonhos,"RT @BeaDeAvonlea: @boomlouist @_weyvic Se não querem votos no Lula nem no bozo votem na Marina, sério, ela tem preocupações com questões mu…",69,207
742,caligula446,caligula,"RT @CECLynch: Parece que a tal frente ampla só valia para os liberais com o Lula fora do páreo, mesmo que injustamente. A histeria está rol…",200,96
743,agentsjxdie,hater da viih tube,"RT @hestgf: eu sei que a maioria das pessoas não gosta do lula e do pt, mas serio, ou vcs criam voz politica, vão pras ruas e apoiam outro…",49,53
744,LlNDO,Priviet,"RT @laricha: Nem lula nem bolsonaro, cabo daciolo 2022",334,76
745,DanielHatanaka,Daniel Hatanaka,RT @RitaLisauskas: Lula elegível,243,513
746,Caahverhagen,carine,RT @maluaires_: Entre Lula e Bolsonaro a melhor opção é vazar do país,244,299
747,laixxps,tamikuã,"RT @bregamat: Legal Lula livre, mas continuo com medo de isso re-eleger Bolsonaro",823,526
748,tfda_,Thais,Meu tio postando panelaço lula nunca mais 🙄🙄🙄🙄🙄,1270,599
749,themadcaprises,primo coach reverso /////,nem todo feio odeia o lula favor acrescentar isso antes das pessoas acharem que nós odiamos o lula,378,352
750,angelopilla,problematizem o bolsonaro,"@Rconstantino A democracia verdadeira APAVORA os canalhas como você.
Aliás, e aquele post do ""Lula bêbado"" que você… https://t.co/AUaoZFW6Kh",757,348
751,Unasulminion,Camarada Alyosha 🌹🚩,"@hugoalbuquerque Mas eu acho que o Bolsonaro não liga para o voto do Kassio em relação ao Lula.

Nas redes bolsonar… https://t.co/CIwoRrA6fm",316,338
752,ricardofelixl,ricardo felix 🇾🇪🇾🇪🇾🇪,RT @dnogueira85: Lula Profético! https://t.co/hirvcJ7LK8,203,355
753,mpatinhom,patim,vocês são engraçados né? não tem nada a ver a idolatria de um pro outro. quem idolatra o lula é pq quer comida na m… https://t.co/QmDKT33mu3,477,289
754,RubinhoDivi,Rubinho Divinéia (🎯) 😍,"RT @SenadorRogerio: Lula foi tratado pela Lava Jato como inimigo do Estado brasileiro. Quando na verdade, a Lava Jato é que corrompeu a nos…",1783,2527
755,ativosocial,Yodinha🚩#Lula2022 🇧🇷🚩,RT @dnogueira85: Lula Profético! https://t.co/hirvcJ7LK8,2356,2221
756,lunardosena,LUNARDO SENA,RT @wadih_damous: A decisão de Fachin é absolutamente correta. Moro não detinha competência para exercer jurisdição nos processos de Lula.…,65,90
757,wellingt160179,wellington c azevedo🇧🇷Bolsonaro,RT @leandroruschel: Supremo já havia decidido 8 VEZES que a Vara de Curitiba era competente para julgar os crimes identificados na Lava Jat…,1018,1491
758,WillCJ0,𝖂𝖎𝖑𝖑 🇧🇷,"RT @ogustasb: ""a mas o Bolsonaro tem muito mais eleitores que o Lula""

o protesto do pt em 2019 pelo lula livre: https://t.co/3LTzN4huiB",651,635
759,tieppinho,gabra,"essa pessoa aqui precisou esperar uma decisão favorável ao lula pra se indignar com o país. 

imagina se tivessem m… https://t.co/H4KwXxKguo",204,502
760,BLOGdoPEPE,Alexandre pepe xandy,RT @DrFernandoOrtiz: Wadih e Paulo Pimenta lançam chapa Lula e Dino para a presidência https://t.co/B8Zqat639o,8750,5690
761,davigobbicrf,VαηGøbbiᶜʳᶠ,"RT @vitor_hbf: Lula é elegível.

Amo? Não.
Queria votar nele? Não.
Prefiro mil antes dele? Sim. 
PT é deplorável? Sim.
Votaria nele contra…",72,352
762,starwrays,♡Ray♡,RT @rehventura: Pode reparar: só feio odeia o lula,1882,204
763,lcrive,🇧🇷🇧🇷🇧🇷Laura Gonçalves,"RT @lcrive: #STFOrganizacaoCriminosa MAIS de 2anos, este STF, extensão da FACÇÃO PT,tentando incriminar um presidente honesto,patriota e qu…",6928,7179
764,Joo83436911,Já fui Brasileiro,"RT @gleisi: Grande alegria, dia 8 de março, dia da mulher, ter os processos contra Lula, conduzidos por Moro, considerados ilegais. Lula fo…",2118,3182
765,raulrossi21,rei da roma,@muvalim Uma “possível” candidatura do lula não tem um lado bom na história kkkkkk,1004,700
766,taalita__,Ta 🌸,RT @eulaisgomes: O LULA VOLTOU DO PAREDÃO FALSOOOO 🗣🗣🗣🗣🗣,309,206
767,asminadesampa,exageradamente petista,RT @itsannalu: ja que é mulheres e lula day eu queria 13 mulheres pra beija são conceitos,124,250
768,petersisy,isys,"RT @ILLEGALBODE: ""é sério q ces tão realmente considerando votar no lula? 🙄"" https://t.co/XmtXjN58ei",40,118
769,k4ua_,Kauã Lemos,RT @maluaires_: Entre Lula e Bolsonaro a melhor opção é vazar do país,186,185
770,net0d20,🏳️‍🌈🌹Thoughtful Weaver who Warps Time and Space,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,1271,2651
771,bruno_xavier12,Bruno Xavier,"@LucianaBois Fico feliz que a justiça tenha sido parcialmente feita, mas lamento que a maioria só enxergue Lula e B… https://t.co/Zh8SWdHPQY",7,241
772,sun4hobi,lua⁷،🥢,RT @bIacksstarr: VER O BOLSONARO ENTREGANDO A FAIXA PRESIDENCIAL PRO LULA SERÁ MINHA RAZAO DE VIVER,1306,2455
773,olhandoamare,olhandoamare,"RT @hoc111: NEM LULA, NEM BOLSONARO

Não quero alguém que vire ministro pra salvar a pele, nem alguém que mude o ministro pra salvar a famí…",337,313
774,bomfimthi,Bomfa's,"@rodcebrian @pedrodoria Penso que a 3° via, se possível, teria de ser exatamente isso, o terceiro candidato de 3. S… https://t.co/pQ1Jvyj8Qw",32,343
775,rockyy_br,satoshi,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,52,488
776,_portalopoder,♦️ Portal O Poder,"O primeiro a comemorar a anulação de ações penais e sentenças contra Lula foi o presidente argentino, Alberto Ferná… https://t.co/O6m1f6TT1g",487,460
777,martchela4,martchela,"@pedrodoria Bolsonaro comprou o centrão por 8 BILHÕES no meio de uma pandemia. Não gastou 1/3 destinado a covid.
Ma… https://t.co/HFLLiWsYNE",325,264
778,gatilhavel,luca,RT @foIkcc: vou apertar 13 tão forte que o lula vai sentir a dedada lá no cu dele,44,57
779,taymiau,✦⁎°₊•ᡕᠵ᠊ᡃ່࡚ࠢ࠘⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏 * + .♡🕵🏼‍♀️,"RT @aanonnyma: Vc nao tem vergonha de comemorar Lula elegível???

Amada VC VOTOU NUM GENOCIDA E EU TE AVISEI! VC PREFERIU DESFAZER AMIZADES…",954,550
780,oantonioo1,Antonio,RT @jose_simao: Fachin sai do coma de três anos e torna Lula elegível!,38,33
781,a_aaaakahaua,Nantes,RT @mouIimrouge: com a noticia do lula ja estou planejando meu intercambio em 2023 pelo ciências sem fronteiras,124,113
782,FlavioBordallo,Flávio Bordallo,"RT @heldermaldonado: ""Vou sair do Brasil se o Lula ganhar""

Amigo, você tá com cinco meses de aluguel atrasado na sua loja de capinha de ce…",246,406
783,SartorinhaF,SartorinhaF1🍁🇨🇴,"Mano pode fala oq quiser, mas enquanto não me apresentarem um candidato melhor q o Lula pra fude com esse Bolsonaro… https://t.co/EAxRF9InAr",102,134
784,Gabibertoldx,Gabriele,RT @thiagozati: Pelo visto só a elite brasileira vê Lula como ameaça. O tom do maior jornal financeiro do mundo é completamente diferente.,225,215
785,xurubrawler,🅐🅑🅡🅔🅤 🚩,RT @sensacionalista: Lula prejudica a economia e derruba a bolsa https://t.co/4hY7tHVI2Z,282,1193
786,brynn3r,Brynner Ferreira,"Em 14 de Abril de 2015, #Fachin foi indicado por #Dilma Rousseff para o cargo de Ministro do #STF. Esta por sua vez… https://t.co/4N4tzqOfvJ",375,150
787,edmundocalmon,Edmundo Calmon,"RT @BobjeffHD: Para se ver como o PT aparelhou a Justiça. Daniel Silveira não roubou, mas fez duras críticas ao STF e foi preso. Já Lula ro…",2200,3527
788,chchacal27,chacalsiqueira,"RT @brasil247: Anulação de condenações de Lula quebra internet: 450 mil menções em uma hora
https://t.co/A4LYeSzKQB",23,142
789,beatrizolvv,𝖕𝖗𝖊𝖙𝖆 𝖒𝖆𝖑𝖉𝖎𝖙𝖆,gente só eu q acho Lula extremamente fofo????,34,34
790,arweiss_,andi ☠️,"RT @Sarm3n7o: @Estadao Vamos nos vingar desses esquerdopatas? Vamos votar em.massa no Lula fazendo ele ganhar, vamos fazer o povo passar 4…",364,288
791,OBrasileiro14,O Brasileiro,"Lula e Bolsonaro eu não saio de casa pra votar nem ferrando! 
@LulaOficial @jairbolsonaro",105,181
792,blonmd,tamires,sim menina de classe média de 14 anos o lula roubou vc demais mesmo pt estragou sua vida,161,482
793,natanxzs,Natanael Santiago,RT @oednaldopereira: Presidente  Lula  fã  de imitação  Ednaldo Pereira https://t.co/xBZvtWwcN6,149,4071
794,stanleyhaddad,stanley haddad 3️⃣8️⃣🇧🇷🇮🇱🇺🇸↪,"RT @fbras11: STF estaria  usando o Lula, pra desviar o foco das manifestações contra os governadores? 🤔",3434,4920
795,gcmalvinegro,Gabriel do Baixo 🇧🇷 🚩,"“Ain nem Bolsonaro nem Lula meu partido é o Brasil”

Vai votar no Genocida de novo",1213,1269
796,Gabridosanto,Leleco BBB21,RT @aceflowwers: emos com o lula hoje finalmente galera https://t.co/GQXpY53lqV,250,652
